AQC00914000        6380R
USW00023160         273C
USW00023161         183S
USW00023162         184S
USW00023169         180C
USW00023170         111S
USW00023174         801C
USW00023176         241R
USW00023177         260R
USW00023179         201S
USW00023182         444Q
USW00023183         271C
USW00023184         347R
USW00023185         308C
USW00023187         790R
USW00023188         578C
USW00023190        1040R
USW00023191         835Q
USW00023194         154C
USW00023195         130R
USW00023213        2048Q
USW00023225        3189R
USW00023230        1160Q
USW00023232        1036C
USW00023233         702S
USW00023234        1228C
USW00023237         750C
USW00023239        1231R
USW00023244         838R
USW00023254         975R
USW00023257         647Q
USW00023258         703S
USW00023259         858Q
USW00023271        1114S
USW00023272        1352C
USW00023273         786C
USW00023275        2050Q
USW00023277        1225Q
USW00023285         872R
USW00023293         843R
USW00023904        1143Q
USW00023909         868Q
USW00024011         143C
USW00024012          87S
USW00024013         129S
USW00024015         114R
USW00024017         149R
USW00024018         129C
USW00024020         151S
USW00024021         157S
USW00024022          93S
USW00024023         125S
USW00024024         121R
USW00024025         156S
USW00024027         143S
USW00024028         152C
USW00024029         166C
USW00024030         106R
USW00024032         111S
USW00024033         146C
USW00024036         167S
USW00024037          84S
USW00024044          88Q
USW00024046         270Q
USW00024048          69Q
USW00024057         121S
USW00024061          83Q
USW00024062          65C
USW00024088          98R
USW00024089         157S
USW00024090         116S
USW00024091         108Q
USW00024110         338Q
USW00024119         252S
USW00024120         378S
USW00024121         316C
USW00024126         475Q
USW00024127         391C
USW00024128         246C
USW00024130         236C
USW00024131         378C
USW00024132         143S
USW00024133         281S
USW00024135         141C
USW00024137          63S
USW00024138          79R
USW00024139         200S
USW00024141         289S
USW00024143         153C
USW00024144         106C
USW00024145         222R
USW00024149         283C
USW00024150         151S
USW00024151         322R
USW00024152        1160R
USW00024153         259C
USW00024154        1323Q
USW00024155         401C
USW00024156         320C
USW00024157         542C
USW00024159         346R
USW00024160         676R
USW00024162         366R
USW00024163         329Q
USW00024164          96R
USW00024172         157R
USW00024193          81R
USW00024213        2025S
USW00024215        2214R
USW00024216        1324R
USW00024217        1191R
USW00024219         700C
USW00024220         336Q
USW00024221        2013S
USW00024222        1266Q
USW00024225         793C
USW00024227        2057S
USW00024229        1403C
USW00024230         278R
USW00024231        1556Q
USW00024232        1738C
USW00024233        1442C
USW00024234        1535Q
USW00024235        1623R
USW00024237        3099R
USW00024242        1844R
USW00024243         345S
USW00024255         581R
USW00024257        1774R
USW00024259         687Q
USW00024281        1505R
USW00024283        2322Q
USW00024284        2891S
USW00024285        2895R
USW00024286        3054Q
USW00025308        2876C
USW00025309        1532S
USW00025322        1595R
USW00025323        1573R
USW00025325        4016R
USW00025329        2989R
USW00025331         291R
USW00025333        2372S
USW00025335         725R
USW00025339        4080C
USW00025367        2741R
USW00025501        2316R
USW00025503         301S
USW00025506         385R
USW00025507         742S
USW00025516        1434Q
USW00025624        1060C
USW00025704        1610P
USW00025713         513S
USW00026401         259R
USW00026409         362Q
USW00026410        2249S
USW00026411         164C
USW00026412          70S
USW00026415          97R
USW00026422         169C
USW00026425         175S
USW00026435         150Q
USW00026438        2366R
USW00026442        2061C
USW00026451         256C
USW00026491         288Q
USW00026492        4809Q
USW00026502         534Q
USW00026508          98R
USW00026510         332C
USW00026512         154R
USW00026514         803R
USW00026523         319C
USW00026528         474C
USW00026529         139S
USW00026533         258C
USW00026615         262C
USW00026616         204C
USW00026617         295C
USW00026618         206R
USW00027502          41C
USW00045715         824P
USW00053119         540Q
USW00053120         866Q
USW00053121         787Q
USW00053123         215Q
USW00053131         379Q
USW00053132         369Q
USW00053136         216Q
USW00053138         363Q
USW00053139         145Q
USW00053150        2145Q
USW00053802         675Q
USW00053819        1324Q
USW00053820        1527Q
USW00053838        1440Q
USW00053841        1056Q
USW00053842         742Q
USW00053844         808Q
USW00053850        1485Q
USW00053852        1507Q
USW00053853        1497Q
USW00053854        1089Q
USW00053855         870Q
USW00053858        1548Q
USW00053859         825Q
USW00053860         949Q
USW00053862        1114Q
USW00053863        1397Q
USW00053864        1588R
USW00053865        1563Q
USW00053866         802Q
USW00053867        1048Q
USW00053868        1397R
USW00053869        1228Q
USW00053870        1067Q
USW00053871        1079Q
USW00053872        1054Q
USW00053873        1374Q
USW00053874        1170Q
USW00053877        1059Q
USW00053878        1216Q
USW00053879         460Q
USW00053901         920Q
USW00053902        1100Q
USW00053903        1073Q
USW00053904         739Q
USW00053905        1388Q
USW00053907         749Q
USW00053908         655Q
USW00053909         703Q
USW00053910        1038Q
USW00053911         939Q
USW00053912         954Q
USW00053913         510Q
USW00053914         870Q
USW00053915        1441Q
USW00053916         424Q
USW00053917        1485R
USW00053918         790Q
USW00053919        1530S
USW00053920        1159Q
USW00053921        1278Q
USW00053922         839Q
USW00053925        1136Q
USW00053926         507Q
USW00053927         510Q
USW00053959        1405Q
USW00053960        1543Q
USW00053961        1656Q
USW00053968        1051Q
USW00053974         304Q
USW00054704        1076Q
USW00054728         646Q
USW00054733        1000Q
USW00054734        1023Q
USW00054737         810Q
USW00054740         888Q
USW00054742         776S
USW00054743        1052Q
USW00054756         858Q
USW00054757         574Q
USW00054767        1068Q
USW00054768         861Q
USW00054769        1168Q
USW00054770        1017Q
USW00054771         692Q
USW00054772        1029Q
USW00054773         759Q
USW00054777        1186Q
USW00054778         511Q
USW00054779        1009Q
USW00054780         983Q
USW00054781         778Q
USW00054782         955Q
USW00054785         906Q
USW00054786        1014Q
USW00054787         923Q
USW00054788        1072Q
USW00054789         913Q
USW00054790        1065Q
USW00054791         881Q
USW00054792         798Q
USW00054793         905Q
USW00054794        1026Q
USW00054795        1064Q
USW00054796        1248Q
USW00054797        1248Q
USW00054808         680Q
USW00054810         636Q
USW00054811         535Q
USW00054902         347Q
USW00054903         332Q
USW00054932         283Q
USW00063826        1112Q
USW00063828        1388Q
USW00063829        1412Q
USW00063831        1636Q
USW00063838        1070Q
USW00063849        1251Q
USW00063850        1310Q
USW00063855        1453Q
USW00063856         929Q
USW00064756        1003Q
USW00064758         777Q
USW00092805         723Q
USW00092806         804C
USW00092809         779Q
USW00092811         647S
USW00093005         345Q
USW00093009         207R
USW00093010         116R
USW00093013         190Q
USW00093026         236S
USW00093027         218Q
USW00093033         156S
USW00093037         100C
USW00093042         146S
USW00093044         258R
USW00093045         167Q
USW00093057         179S
USW00093058         103C
USW00093067         154Q
USW00093069         276Q
USW00093073         338Q
USW00093075         176Q
USW00093084         272Q
USW00093101         863R
USW00093102         170Q
USW00093107         622R
USW00093110         848Q
USW00093111         779R
USW00093112         512R
USW00093114         704R
USW00093115         546Q
USW00093116         866Q
USW00093129         270C
USW00093134         925C
