AQC00914000        3963R
USW00003945        1320C
USW00003947        1357C
USW00003950         888Q
USW00003951        1117S
USW00003952         992C
USW00003953         983Q
USW00003954        1069Q
USW00003957        1061R
USW00003959        1185S
USW00003960        1091Q
USW00003962        1240R
USW00003963        1310Q
USW00003965        1030Q
USW00003966        1165R
USW00003967        1322Q
USW00003969         795S
USW00003971        1021Q
USW00003974        1277Q
USW00003975        1105Q
USW00003981         856Q
USW00003991         865Q
USW00003994        1279Q
USW00003996        1127Q
USW00003997        1397Q
USW00003998        1253Q
USW00003999         811Q
USW00004109         542Q
USW00004110         126Q
USW00004111         310Q
USW00004112         276Q
USW00004113         129Q
USW00004114         325Q
USW00004125         206Q
USW00004126         250Q
USW00004127         154Q
USW00004128         178Q
USW00004130         672Q
USW00004131         380Q
USW00004136         241Q
USW00004138         275Q
USW00004139         176Q
USW00004201         320Q
USW00004222         217Q
USW00004223         653Q
USW00004724         956Q
USW00004725        1146C
USW00004726        1171Q
USW00004751        1321R
USW00004780        1213Q
USW00004781        1168S
USW00004787        1302R
USW00004789        1216Q
USW00004803        1056Q
USW00004804        1225Q
USW00004808        1232Q
USW00004826        1229Q
USW00004836        1216Q
USW00004838        1099Q
USW00004839        1062Q
USW00004840        1142Q
USW00004841        1102Q
USW00004842        1143Q
USW00004843        1303Q
USW00004845        1130Q
USW00004846        1256Q
USW00004847         990Q
USW00004848        1008Q
USW00004849        1129Q
USW00004850        1161Q
USW00004851        1048Q
USW00004852        1135Q
USW00004853        1135Q
USW00004854         976Q
USW00004855        1166Q
USW00004857        1156Q
USW00004858        1202Q
USW00004990        1071Q
USW00004994        1049Q
USW00012812        2503Q
USW00012815        2198C
USW00012816        1958S
USW00012818        2341Q
USW00012819        2217Q
USW00012832        2056S
USW00012833        1820Q
USW00012834        1806C
USW00012835        2927S
USW00012836        1304C
USW00012838        2035S
USW00012839        2505C
USW00012841        2366Q
USW00012842        2152C
USW00012843        1933S
USW00012844        2201S
USW00012849        2358R
USW00012850        1662R
USW00012854        2170Q
USW00012859        1807P
USW00012871        2463Q
USW00012873        2510Q
USW00012876        2307Q
USW00012882        2405Q
USW00012883        2413R
USW00012884        1984R
USW00012885        2133Q
USW00012888        2559Q
USW00012894        2651Q
USW00012895        2074Q
USW00012896        1688Q
USW00012897        2467Q
USW00012904         629Q
USW00012912        1149C
USW00012916        1997S
USW00012917        1842S
USW00012918        1682S
USW00012919         705C
USW00012921         897C
USW00012923        1388Q
USW00012924         907C
USW00012925         980R
USW00012926         869R
USW00012928         862C
USW00012930        2128R
USW00012932         835Q
USW00012935        1221C
USW00012944        1203R
USW00012947         768Q
USW00012957         664Q
USW00012958        1971R
USW00012959         679R
USW00012960        1348C
USW00012962         725R
USW00012968        1932Q
USW00012970         834Q
USW00012971         935Q
USW00012972         938Q
USW00012975        1461Q
USW00012976        1386Q
USW00012977        1352Q
USW00012987         790Q
USW00013301        1431Q
USW00013701        1199Q
USW00013702        1337R
USW00013713        1528R
USW00013714        1524R
USW00013721        1325R
USW00013722        1251C
USW00013723        1209C
USW00013724         991S
USW00013728        1242Q
USW00013729        1360C
USW00013733        1124C
USW00013734        1051C
USW00013735        1076S
USW00013736        1228S
USW00013737        1492S
USW00013739        1128C
USW00013740        1310C
USW00013741        1143C
USW00013743        1044C
USW00013744        1512C
USW00013748        2007S
USW00013750        1329R
USW00013754        1987R
USW00013764        1233R
USW00013766        1588R
USW00013769        1427R
USW00013773        1050R
USW00013776        1532Q
USW00013777        1081R
USW00013781        1170C
USW00013782        1676S
USW00013786        1679R
USW00013802        1161C
USW00013807        1183Q
USW00013809        1179Q
USW00013810        1162Q
USW00013833        1562Q
USW00013837        1448Q
USW00013838        1896Q
USW00013839        1603Q
USW00013841        1147Q
USW00013861        1659R
USW00013865        1353S
USW00013866        1297C
USW00013867        1255S
USW00013869        1524Q
USW00013870        1616S
USW00013871        1199S
USW00013872        1017C
USW00013873        1218C
USW00013874        1312C
USW00013876        1311C
USW00013877        1206C
USW00013878        1519C
USW00013880        1933C
USW00013881        1164C
USW00013882        1244C
USW00013883        1541C
USW00013884        1984R
USW00013886        1418Q
USW00013889        1980C
USW00013891        1216C
USW00013893        1110C
USW00013894        2032C
USW00013895        1327S
USW00013896        1221R
USW00013897        1095C
USW00013899        2077C
USW00013904         910R
USW00013911         774Q
USW00013920        1468Q
USW00013927        1269Q
USW00013932        1241Q
USW00013935        1201R
USW00013939        1030Q
USW00013942        1143S
USW00013957        1178C
USW00013958         856C
USW00013959         727C
USW00013960         819S
USW00013961         939R
USW00013962         802C
USW00013963         951C
USW00013964        1017S
USW00013966         824S
USW00013967        1114C
USW00013968        1098C
USW00013969        1164S
USW00013970        1719C
USW00013971        1096R
USW00013972        1033Q
USW00013973         790Q
USW00013975         779S
USW00013976        1800S
USW00013977        1080R
USW00013978        1074S
USW00013980        1142S
USW00013981        1409R
USW00013984        1111S
USW00013985         907C
USW00013986        1163Q
USW00013987        1302S
USW00013988        1388S
USW00013989        1393Q
USW00013991        1342S
USW00013993        1335R
USW00013994        1138C
USW00013995        1208C
USW00013996        1346C
USW00013997        1274R
USW00014605        1029C
USW00014606        1020R
USW00014607        1132C
USW00014609        1099S
USW00014610        1186Q
USW00014611        1147R
USW00014702        1129Q
USW00014707        1204Q
USW00014710        1122Q
USW00014711        1141R
USW00014712        1194Q
USW00014717        1194R
USW00014719        1151Q
USW00014732        1256C
USW00014733        1015C
USW00014734        1248C
USW00014735        1137C
USW00014736         975S
USW00014737        1295C
USW00014739        1046S
USW00014740        1246S
USW00014742        1176C
USW00014743        1094S
USW00014745        1061C
USW00014747        1126Q
USW00014748        1129Q
USW00014750        1132C
USW00014751        1099R
USW00014752        1165R
USW00014753        1236C
USW00014755        2549C
USW00014756        1049Q
USW00014757        1328R
USW00014758        1198Q
USW00014761        1293R
USW00014762        1132Q
USW00014763        1274Q
USW00014764        1054C
USW00014765        1053C
USW00014768        1014C
USW00014770        1187Q
USW00014771        1066C
USW00014775        1260Q
USW00014777        1123S
USW00014778        1212S
USW00014787        1097Q
USW00014790        1122R
USW00014792        1346Q
USW00014793        1317R
USW00014794        1162Q
USW00014804         946R
USW00014806        1258S
USW00014813        1153Q
USW00014814         930S
USW00014815        1006S
USW00014817        1046S
USW00014819        1206C
USW00014820        1040C
USW00014821        1212C
USW00014822         944Q
USW00014824         970R
USW00014825        1082C
USW00014826         957C
USW00014827        1204C
USW00014828         975S
USW00014829        1290Q
USW00014833        1032C
USW00014835        1153R
USW00014836         952S
USW00014837        1299C
USW00014838         813R
USW00014839        1154C
USW00014840         831C
USW00014841         821C
USW00014842        1062C
USW00014845         887R
USW00014846        1005R
USW00014847         873S
USW00014848        1155C
USW00014850         956R
USW00014852        1143C
USW00014853         995Q
USW00014855        1216R
USW00014858         748R
USW00014860        1077C
USW00014880        1159Q
USW00014891        1350C
USW00014892        1164R
USW00014894        1233Q
USW00014895        1147C
USW00014897        1230S
USW00014898        1075C
USW00014910        1101S
USW00014912        1003R
USW00014913        1178C
USW00014914         925C
USW00014916         951C
USW00014918        1043C
USW00014919         864C
USW00014920        1289C
USW00014921        1427Q
USW00014922        1259C
USW00014923        1330C
